cpu_id;cpu_name;manufacturer;cores_number;threads_number;min_clock_speed;max_clock_speed;memory
38826;Core i5-3470;Intel;4;8;3,2;3,6;6
38827;Pentium G620;Intel;2;4;2,6;2,6;3
38828;Celeron G1840T;Intel;2;4;2,5;2,5;2
38829;Core i3-3240;Intel;2;4;3,4;3,4;3
38830;AthlonII X3 445;AMD;3;6;3,1;3,1;1,5
38831;Pentium G640;Intel;2;4;2,8;2,8;3
38832;Ryzen 7 5800X;AMD;8;16;3,8;4,7;32
38833;Xeon X3450;Intel;4;8;2,66;3,2;8
38834;Celeron G3930;Intel;2;4;2,9;2,9;2
38835;Core i5-750;Intel;4;8;2,66;3,2;8
38836;Xeon E-2236;Intel;6;12;3,4;4,8;12
38837;PhenomII X2 555;AMD;2;4;3,2;3,2;6
38838;Celeron G1820T;Intel;2;4;2,4;2,4;2
38839;Ryzen 9 5950X;AMD;16;32;3,4;4,9;64
38840;Xeon E3-1285L v4;Intel;4;8;3,4;3,8;6
38841;Phenom II X4 850;AMD;4;8;3,3;3,3;2
38842;Xeon E-2236;Intel;6;12;3,4;4,8;12
38843;Celeron G1610;Intel;2;4;2,6;2,6;2
38844;Xeon E3-1285 v6;Intel;4;8;4,1;4,5;8
38845;Core i3-4360;Intel;2;4;3,7;3,7;4
38846;Pentium G640;Intel;2;4;2,8;2,8;3
38847;AthlonII X2 215;AMD;2;4;2,7;2,7;1
38848;Xeon E3-1220L v3;Intel;2;4;1,1;1,5;4
38849;Pentium G2020;Intel;2;4;2,9;2,9;3
38850;Pentium G2100T;Intel;2;4;2,6;2,6;3
38851;Pentium G3240T;Intel;2;4;2,7;2,7;3
38852;Xeon E3-1240L V3;Intel;4;8;2;3;8
38853;Core i7-9700T;Intel;8;16;2;4,3;12
38854;Xeon E-2236;Intel;6;12;3,4;4,8;12
38855;Core i5-7600K;Intel;4;8;3,8;4,2;6
38856;PhenomII X3 700e;AMD;3;6;2,4;2,4;6
38857;Core i3-4150T;Intel;2;4;3;3;3
38858;PhenomII X2 B60;AMD;2;4;3,5;3,5;6
38859;Core i5-2310;Intel;4;8;2,9;3,2;6
38860;Pentium G3470;Intel;2;4;3,6;3,6;3
38861;Athlon PRO 300GE;AMD;2;4;3,4;3,4;4
38862;Athlon Silver 3050GE;AMD;2;4;3,4;3,4;4
38863;Ryzen 5 PRO 4650GE;AMD;6;12;3,3;4,2;8
38864;Core i3-9100;Intel;4;8;3,6;4,2;6
38865;Core i5-750;Intel;4;8;2,66;3,2;8
38866;218 Athlon II 160u;AMD;1;2;1,8;1,8;1
38867;Pentium G3320TE;Intel;2;4;2,3;2,3;3
38868;AthlonII X3 400e;AMD;3;6;2,2;2,2;1,5
38869;Pentium G850;Intel;2;4;2,9;2,9;3
38870;Xeon X3440;Intel;4;8;2,53;2,93;8
38871;218 Athlon II 160u;AMD;1;2;1,8;1,8;1
38872;Core i3-4150;Intel;2;4;3,5;3,5;3
38873;Core i5-750S;Intel;4;8;2,4;3,2;8
38874;Pentium G3220T;Intel;2;4;2,6;2,6;3
38875;Xeon E-2236;Intel;6;12;3,4;4,8;12
38876;Phenom II X6 1065T;AMD;6;12;2,9;3,4;6
38877;Xeon X3450;Intel;4;8;2,66;3,2;8
38878;Core i5-4670S;Intel;4;8;3,1;3,8;6
38879;Pentium G3260;Intel;2;4;3,3;3,3;3
38880;Core i5-660;Intel;2;4;3,33;3,6;4
38881;Core i5-4670S;Intel;4;8;3,1;3,8;6
38882;Core i5-4590S;Intel;4;8;3;3,7;6
38883;Pentium G3440T;Intel;2;4;2,8;2,8;3
38884;Core i5-655K;Intel;2;4;3,2;3,46;4
38885;Core i5-7600T;Intel;4;8;2,8;3,7;6
38886;Pentium G3450;Intel;2;4;3,4;3,4;3
38887;Ryzen 7 3800X;AMD;8;16;3,9;4,5;32
38888;Pentium G3450;Intel;2;4;3,4;3,4;3
38889;Xeon E3-1270 v3;Intel;4;8;3,5;3,9;8
38890;Ryzen 9 3900X;AMD;12;24;3,8;4,6;64
38891;Celeron G4900;Intel;2;4;3,1;3,1;2
38892;Core i5-4590S;Intel;4;8;3;3,7;6
38893;Xeon E3-1290;Intel;4;8;3,6;4;8
38894;Xeon X3470;Intel;4;8;2,93;3,60;8
38895;Xeon E3-1220L v2;Intel;2;4;2,3;3,5;3
38896;Ryzen 7 4700GE;AMD;8;16;3,1;4,3;8
38897;Core i5-6600K;Intel;4;8;3,5;3,9;6
38898;Core i3-2102;Intel;2;4;3,1;3,1;3
38899;Athlon II X2 250u;AMD;2;4;1,6;1,6;2
38900;Xeon E3-1235L v5;Intel;4;8;2;3;8
38901;Xeon E3-1245;Intel;4;8;3,3;3,7;8
38902;Xeon E3-1220 v6;Intel;4;8;3;3,5;8
38903;Ryzen 5 2600E;AMD;6;12;3,1;4;16
38904;Core i7-8700K;Intel;6;12;3,7;4,7;12
38905;Celeron G1820T;Intel;2;4;2,4;2,4;2
38906;Phenom II X4 960T/960;AMD;4;8;3;3,4;6
38907;PhenomII X2 B59;AMD;2;4;3,4;3,4;6
38908;Core i5-6500T;Intel;4;8;2,5;3,1;6
38909;Xeon E3-1260L v5;Intel;4;8;2,9;3,9;8
38910;Xeon E3-1270 v2;Intel;4;8;3,5;3,9;8
38911;Sempron 130;AMD;1;2;2,6;2,6;0,5
38912;Core i7-3770K;Intel;4;8;3,5;3,9;8
38913;Xeon E3-1285 v3;Intel;4;8;3,6;4;8
38914;Core i5-4570;Intel;4;8;3,2;3,6;6
38915;Xeon E3-1220;Intel;4;8;3,1;3,4;8
38916;Phenom II X4 B99;AMD;4;8;3,4;3,4;6
38917;Athlon II X2 250u;AMD;2;4;1,6;1,6;2
38918;Pentium G3440T;Intel;2;4;2,8;2,8;3
38919;Core i5-2550K;Intel;4;8;3,4;3,8;6
38920;AthlonII X2 215;AMD;2;4;2,7;2,7;1
38921;Pentium G2020;Intel;2;4;2,9;2,9;3
38922;Ryzen 9 PRO 3900;AMD;12;24;3,1;4,3;64
38923;Phenom II X6 1035T;AMD;6;12;2,6;3,1;6
38924;Pentium Gold G5500;Intel;2;4;3,8;3,8;4
38925;Phenom II X6 1075T;AMD;6;12;3;3,5;6
38926;Athlon Gold PRO 3150G;AMD;4;8;3,5;3,9;4
38927;Core i5-3350P;Intel;4;8;3,1;3,3;6
38928;Core i5-6402P;Intel;4;8;2,8;3,4;6
38929;Xeon E3-1230 v3;Intel;4;8;3,3;3,7;8
38930;Xeon E3-1245 v6;Intel;4;8;3,7;4,1;8
38931;Ryzen 5 PRO 1500;AMD;4;8;3,5;3,7;16
38932;Xeon X3480;Intel;4;8;3,06;3,73;8
38933;Xeon E-2244G;Intel;4;8;3,8;4,8;8
38934;AthlonII X3 405e;AMD;3;6;2,3;2,3;1,5
38935;Celeron G555;Intel;2;4;2,7;2,7;2
38936;Sempron 140;AMD;1;2;2,7;2,7;1
38937;Athlon II X4 650;AMD;4;8;3,2;3,2;2
38938;Sempron X2 180;AMD;2;4;2,4;2,4;1
38939;Ryzen 5 PRO 1500;AMD;4;8;3,5;3,7;16
38940;Core i5-3340S;Intel;4;8;2,8;3,3;6
38941;PhenomII X3 720;AMD;3;6;2,8;2,8;6
38942;Phenom II X4 805;AMD;4;8;2,5;2,5;4
38943;Xeon E3-1270 v3;Intel;4;8;3,5;3,9;8
38944;Pentium G645T;Intel;2;4;2,5;2,5;3
38945;Core i7-4790S;Intel;4;8;3,2;4;8
38946;Core i5-8600T;Intel;6;12;2,3;3,7;9
38947;Xeon E-2124G;Intel;4;8;3,4;4,5;8
38948;Core i7-3770K;Intel;4;8;3,5;3,9;8
38949;Xeon E3-1225 v5;Intel;4;8;3,3;3,7;8
38950;Core i5-2300;Intel;4;8;2,8;3,1;6
38951;Core i5-7600K;Intel;4;8;3,8;4,2;6
38952;Core i5-3470;Intel;4;8;3,2;3,6;6
38953;Core i5-8400;Intel;6;12;2,8;4;9
38954;Ryzen 7 1700;AMD;8;16;3;3,7;16
38955;Ryzen 5 PRO 1600;AMD;6;12;3,2;3,6;16
38956;Ryzen 9 3900XT;AMD;12;24;3,8;4,7;64
38957;Pentium G620;Intel;2;4;2,6;2,6;3
38958;Core i5-660;Intel;2;4;3,33;3,6;4
38959;Pentium G2140;Intel;2;4;3,3;3,3;3
38960;Phenom II X4 B99;AMD;4;8;3,4;3,4;6
38961;Pentium G3220T;Intel;2;4;2,6;2,6;3
38962;Ryzen 3 2200GE;AMD;4;8;3,2;3,6;4
38963;AthlonII X2 245e;AMD;2;4;2,9;2,9;2
38964;Core i3-4370;Intel;2;4;3,8;3,8;4
38965;Xeon E-2126G;Intel;6;12;3,3;4,5;12
38966;Core i5-3340;Intel;4;8;3,1;3,3;6
38967;Core i5-2500T;Intel;4;8;2,3;3,3;6
38968;Core i5-4430;Intel;4;8;3;3,2;6
38969;Opteron 1381;AMD;4;8;2,5;2,5;6
38970;Core i5-660;Intel;2;4;3,33;3,6;4
38971;Core i3-9300;Intel;4;8;3,7;4,3;8
38972;Core i3-9100F;Intel;4;8;3,6;4,2;6
38973;Celeron G1610;Intel;2;4;2,6;2,6;2
38974;Ryzen 3 1300X;AMD;4;8;3,5;3,7;8
38975;Pentium G5500T;Intel;2;4;3,2;3,2;4
38976;Core i5-4690K;Intel;4;8;3,5;3,9;6
38977;Phenom II X6 1090T;AMD;6;12;3,2;3,6;6
38978;Core i3-9100;Intel;4;8;3,6;4,2;6
38979;Pentium G3450T;Intel;2;4;2,9;2,9;3
38980;Core i3-3220T;Intel;2;4;2,8;2,8;3
38981;Pentium G3260;Intel;2;4;3,3;3,3;3
38982;Ryzen 7 PRO 1700;AMD;8;16;3;3,7;16
38983;Core i3-560;Intel;2;4;3,33;3,33;4
38984;Core i5-7600T;Intel;4;8;2,8;3,7;6
38985;Pentium G2120;Intel;2;4;3,1;3,1;3
38986;AthlonII X3 435;AMD;3;6;2,9;2,9;1,5
38987;Core i5-3470S;Intel;4;8;2,9;3,6;6
38988;Athlon II X4 630;AMD;4;8;2,8;2,8;2
38989;Xeon E3-1265L V4;Intel;4;8;2,3;3,3;6
38990;Xeon E3-1275 v6;Intel;4;8;3,8;4,2;8
38991;A8-9600;AMD;4;8;3,1;3,4;2
38992;Core i3-2120T;Intel;2;4;2,6;2,6;3
38993;Xeon E-2104G;Intel;4;8;3,2;3,2;8
38994;Pentium G2130;Intel;2;4;3,2;3,2;3
38995;Athlon II X4 635;AMD;4;8;2,9;2,9;2
38996;Core i5-4670K;Intel;4;8;3,4;3,8;6
38997;Core i3-4370T;Intel;2;4;3,3;3,3;4
38998;A6-9400;AMD;2;4;3,4;3,7;1
38999;Pentium G620;Intel;2;4;2,6;2,6;3
39000;Core i7-9700KF;Intel;8;16;3,6;4,9;12
39001;Pentium G6960;Intel;2;4;2,93;2,93;3
39002;Core i5-9600K;Intel;6;12;3,7;4,6;9
39003;Athlon II X4 620e;AMD;4;8;2,6;2,6;2
39004;Pentium G645;Intel;2;4;2,9;2,9;3
39005;Core i5-750S;Intel;4;8;2,4;3,2;8
39006;Ryzen 9 3900XT;AMD;12;24;3,8;4,7;64
39007;Xeon E3-1235L v5;Intel;4;8;2;3;8
39008;Core i3-7320;Intel;2;4;4,1;4,1;4
39009;Sempron X2 190;AMD;2;4;2,5;2,5;1
39010;Xeon E3-1225 v6;Intel;4;8;3,3;3,7;8
39011;Core i3-3225;Intel;2;4;3,3;3,3;3
39012;Ryzen 9 3900;AMD;12;24;3,1;4,3;64
39013;Core i7-4790K;Intel;4;8;4;4,4;8
39014;Core i5-3550;Intel;4;8;3,3;3,7;6
39015;Core i5-2550K;Intel;4;8;3,4;3,8;6
39016;Core i5-2500;Intel;4;8;3,3;3,7;6
39017;Core i3-7320;Intel;2;4;4,1;4,1;4
39018;A10-9700;AMD;4;8;3,5;3,8;2
39019;Phenom II X4 820;AMD;4;8;2,8;2,8;4
39020;Core i5-2320;Intel;4;8;3;3,3;6
39021;Ryzen 3 3200GE;AMD;4;8;3,3;3,8;4
39022;Core i3-3240T;Intel;2;4;2,9;2,9;3
39023;Pentium G2030;Intel;2;4;3;3;3
39024;Xeon E3-1226 V3;Intel;4;8;3,3;3,7;8
39025;Core i3-4150T;Intel;2;4;3;3;3
39026;Core i7-7700;Intel;4;8;3,6;4,2;8
39027;Core i7-4770T;Intel;4;8;2,5;3,7;8
39028;Xeon E3-1245 v6;Intel;4;8;3,7;4,1;8
39029;Xeon X3470;Intel;4;8;2,93;3,60;8
39030;Ryzen 5 3600X;AMD;6;12;3,8;4,4;32
39031;Core i7-880;Intel;4;8;3,06;3,73;8
39032;Ryzen 7 PRO 1700;AMD;8;16;3;3,7;16
39033;Xeon E3-1240 v5;Intel;4;8;3,5;3,9;8
39034;Core i3-6300T;Intel;2;4;3,3;3,3;4
39035;AthlonII X2 245e;AMD;2;4;2,9;2,9;2
39036;Core i3-4150;Intel;2;4;3,5;3,5;3
39037;Athlon Silver 3050GE;AMD;2;4;3,4;3,4;4
39038;Sempron X2 190;AMD;2;4;2,5;2,5;1
39039;Ryzen 3 PRO 2200G;AMD;4;8;3,5;3,7;4
39040;Core i7-870;Intel;4;8;2,93;3,60;8
39041;Pentium G2010;Intel;2;4;2,8;2,8;3
39042;Ryzen 7 4700GE;AMD;8;16;3,1;4,3;8
39043;Ryzen 7 PRO 1700;AMD;8;16;3;3,7;16
39044;Pentium G4500T;Intel;2;4;3;3;3
39045;Xeon E3-1245;Intel;4;8;3,3;3,7;8
39046;PRO A12-9800;AMD;4;8;3,8;4,2;2
39047;Ryzen 3 PRO 3200G;AMD;4;8;3,6;4;4
39048;Ryzen 3 3200G;AMD;4;8;3,6;4;4
39049;Pentium G6960;Intel;2;4;2,93;2,93;3
39050;PhenomII X4 42 TWKR BE;AMD;4;8;2;2;6
39051;Ryzen 7 1700;AMD;8;16;3;3,7;16
39052;Xeon E-2236;Intel;6;12;3,4;4,8;12
39053;Ryzen 5 5600X;AMD;6;12;3,7;4,6;32
39054;Xeon E3-1240;Intel;4;8;3,3;3,7;8
39055;Core i3-4330T;Intel;2;4;3;3;4
39056;Core i5-3570;Intel;4;8;3,4;3,8;6
39057;Core i3-4150T;Intel;2;4;3;3;3
39058;Core i3-2105;Intel;2;4;3,1;3,1;3
39059;Pentium G3420T;Intel;2;4;2,7;2,7;3
39060;Core i5-6402P;Intel;4;8;2,8;3,4;6
39061;Core i5-4570T;Intel;2;4;2,9;3,6;4
39062;PhenomII X2 565;AMD;2;4;3,4;3,4;6
39063;Pentium G3320TE;Intel;2;4;2,3;2,3;3
39064;Ryzen 5 3400GE;AMD;4;8;3,3;4;4
39065;Core i3-8100T;Intel;4;8;3,1;3,1;6
39066;AthlonII X3 415e;AMD;3;6;2,5;2,5;1,5
39067;Ryzen 7 3800X;AMD;8;16;3,9;4,5;32
39068;AthlonII X2 250e;AMD;2;4;3;3;2
39069;Xeon E3-1225 v6;Intel;4;8;3,3;3,7;8
39070;Athlon II X2 270u;AMD;2;4;2;2;2
39071;Ryzen 7 1800X;AMD;8;16;3,6;4;16
39072;PRO A10-9700;AMD;4;8;3,5;3,8;2
39073;Pentium G640T;Intel;2;4;2,4;2,4;3
39074;Core i5-2300;Intel;4;8;2,8;3,1;6
39075;Core i3-6300;Intel;2;4;3,8;3,8;4
39076;Core i5-2500S;Intel;4;8;2,7;3,7;6
39077;Core i5-3570;Intel;4;8;3,4;3,8;6
39078;Ryzen 3 3100;AMD;4;8;3,6;3,9;16
39079;PRO A6-8570;AMD;2;4;3,5;3,8;1
39080;PhenomII X3 B77;AMD;3;6;3,2;3,2;6
39081;Ryzen 5 2600E;AMD;6;12;3,1;4;16
39082;Core i7-4790;Intel;4;8;3,6;4;8
39083;PhenomII X3 700e;AMD;3;6;2,4;2,4;6
39084;PhenomII X2 B57;AMD;2;4;3,2;3,2;6
39085;Xeon E3-1245 v5;Intel;4;8;3,5;3,9;8
39086;Ryzen 3 4300GE;AMD;4;8;3,5;4;4
39087;Celeron G460;Intel;1;2;1,8;1,8;1,5
39088;Phenom II X4 980;AMD;4;8;3,7;3,7;6
39089;Core i5-6500TE;Intel;4;8;2,3;3,3;6
39090;Celeron G1830;Intel;2;4;2,8;2,8;2
39091;Core i5-4430S;Intel;4;8;2,7;3,2;6
39092;Ryzen 3 PRO 3200GE;AMD;4;8;3,3;3,8;4
39093;Athlon II X4 615e;AMD;4;8;2,5;2,5;2
39094;Sempron 130;AMD;1;2;2,6;2,6;0,5
39095;Pentium G4620;Intel;2;4;3,7;3,7;3
39096;Pentium G2030T;Intel;2;4;2,6;2,6;3
39097;Xeon X3440;Intel;4;8;2,53;2,93;8
39098;Core i3-2120;Intel;2;4;3,3;3,3;3
39099;Pentium G620;Intel;2;4;2,6;2,6;3
39100;Core i5-3470S;Intel;4;8;2,9;3,6;6
39101;Ryzen 5 2400GE;AMD;4;8;3,2;3,8;4
39102;Pentium G620T;Intel;2;4;2,2;2,2;3
39103;Core i5-670;Intel;2;4;3,46;3,73;4
39104;Core i7-4790;Intel;4;8;3,6;4;8
39105;Ryzen 5 2500X;AMD;4;8;3,6;4;8
39106;Athlon 200GE;AMD;2;4;3,2;3,2;4
39107;Ryzen 3 4300G;AMD;4;8;3,8;4;4
39108;AthlonII X2 240;AMD;2;4;2,8;2,8;2
39109;Athlon 200GE;AMD;2;4;3,2;3,2;4
39110;Sempron 150;AMD;1;2;2,9;2,9;1
39111;Phenom II X4 B97;AMD;4;8;3,2;3,2;6
39112;Celeron G3930;Intel;2;4;2,9;2,9;2
39113;Phenom II X4 905e;AMD;4;8;2,5;2,5;6
39114;PhenomII X3 740;AMD;3;6;3;3;6
39115;Core i3-8300;Intel;4;8;3,7;3,7;8
39116;Core i5-8600T;Intel;6;12;2,3;3,7;9
39117;Core i5-9400T;Intel;6;12;1,8;3,4;9
39118;AthlonII X2 220;AMD;2;4;2,8;2,8;1
39119;Xeon E3-1275 v6;Intel;4;8;3,8;4,2;8
39120;Pentium G860;Intel;2;4;3;3;3
39121;Pentium G3260;Intel;2;4;3,3;3,3;3
39122;AthlonII X2 235e;AMD;2;4;2,7;2,7;2
39123;Ryzen 7 1700X;AMD;8;16;3,4;3,8;16
39124;Pentium G4400;Intel;2;4;3,3;3,3;3
39125;PRO A6-8570;AMD;2;4;3,5;3,8;1
39126;Core i3-9300;Intel;4;8;3,7;4,3;8
39127;Pentium G2130;Intel;2;4;3,2;3,2;3
39128;Core i5-3350P;Intel;4;8;3,1;3,3;6
39129;Ryzen 3 3200G;AMD;4;8;3,6;4;4
39130;Sempron X2 180;AMD;2;4;2,4;2,4;1
39131;PRO A6-8580;AMD;2;4;3,8;4;1
39132;Ryzen 5 PRO 3400GE;AMD;4;8;3,3;4;4
39133;Xeon E3-1290 v2;Intel;4;8;3,7;4,1;8
39134;Core i7-3770;Intel;4;8;3,4;3,9;8
39135;Ryzen 5 5600X;AMD;6;12;3,7;4,6;32
39136;Pentium G3430;Intel;2;4;3,3;3,3;3
39137;Pentium G850;Intel;2;4;2,9;2,9;3
39138;Core i3-2105;Intel;2;4;3,1;3,1;3
39139;Core i3-7100;Intel;2;4;3,9;3,9;3
39140;Pentium G2120T;Intel;2;4;2,7;2,7;3
39141;Xeon E3-1285L v3;Intel;4;8;3,1;3,9;8
39142;Core i3-4170;Intel;2;4;3,7;3,7;3
39143;Ryzen 5 1500X;AMD;4;8;3,5;3,7;16
39144;Sempron 145;AMD;1;2;2,8;2,8;1
39145;PhenomII X3 B75;AMD;3;6;3;3;6
39146;Celeron G4900;Intel;2;4;3,1;3,1;2
39147;Ryzen 5 3500X;AMD;6;12;3,6;4,1;32
39148;PhenomII X3 700e;AMD;3;6;2,4;2,4;6
39149;A10-9700E;AMD;4;8;3;3,5;2
39150;Ryzen 7 PRO 1700;AMD;8;16;3;3,7;16
39151;Ryzen 5 4600GE;AMD;6;12;3,3;4,2;8
39152;Ryzen 9 PRO 3900;AMD;12;24;3,1;4,3;64
39153;Celeron G1830;Intel;2;4;2,8;2,8;2
39154;Core i7-8086K;Intel;6;12;4;5;12
39155;Xeon E3-1231 V3;Intel;4;8;3,4;3,8;8
39156;Core i5-2380P;Intel;4;8;3,1;3,4;6
39157;Phenom II X4 B93;AMD;4;8;2,8;2,8;6
39158;Core i5-9600K;Intel;6;12;3,7;4,6;9
39159;Phenom II X4 805;AMD;4;8;2,5;2,5;4
39160;Pentium G2020T;Intel;2;4;2,5;2,5;3
39161;Core i3-8350K;Intel;4;8;4;4;8
39162;Sempron X2 180;AMD;2;4;2,4;2,4;1
39163;Core i3-4160;Intel;2;4;3,6;3,6;3
39164;Phenom II X6 1075T;AMD;6;12;3;3,5;6
39165;Celeron G1620T;Intel;2;4;2,4;2,4;2
39166;Xeon E3-1270L v4;Intel;4;8;3;3,6;6
39167;Core i7-4770T;Intel;4;8;2,5;3,7;8
39168;Core i7-4771;Intel;4;8;3,5;3,9;8
39169;Xeon E-2286G;Intel;6;12;4;4,9;12
39170;PhenomII X2 B60;AMD;2;4;3,5;3,5;6
39171;Core i5-2450P;Intel;4;8;3,2;3,5;6
39172;Xeon X3460;Intel;4;8;2,8;3,46;8
39173;Xeon E-2244G;Intel;4;8;3,8;4,8;8
39174;Xeon E-2126G;Intel;6;12;3,3;4,5;12
39175;Xeon E3-1285 v4;Intel;4;8;3,5;3,8;6
39176;Core i5-4570TE;Intel;2;4;2,7;3,3;4
39177;Xeon E3-1235;Intel;4;8;3,2;3,6;8
39178;PhenomII X2 555;AMD;2;4;3,2;3,2;6
39179;Ryzen 5 3500;AMD;6;12;3,6;4,2;32
39180;Xeon E-2126G;Intel;6;12;3,3;4,5;12
39181;Pentium G645T;Intel;2;4;2,5;2,5;3
39182;Core i3-4130;Intel;2;4;3,4;3,4;3
39183;Pentium G4560;Intel;2;4;3,5;3,5;3
39184;Celeron G1850;Intel;2;4;2,9;2,9;2
39185;Core i5-4670S;Intel;4;8;3,1;3,8;6
39186;A6-9500;AMD;2;4;3,5;3,8;1
39187;Core i3-4330;Intel;2;4;3,5;3,5;4
39188;Pentium G850;Intel;2;4;2,9;2,9;3
39189;PhenomII X2 555;AMD;2;4;3,2;3,2;6
39190;Xeon E3-1220L v3;Intel;2;4;1,1;1,5;4
39191;Xeon E3-1268L v3;Intel;4;8;2,3;3,3;8
39192;Core i5-2500K;Intel;4;8;3,3;3,7;6
39193;A8-9600;AMD;4;8;3,1;3,4;2
39194;Core i3-7100;Intel;2;4;3,9;3,9;3
39195;Pentium G6950;Intel;2;4;2,8;2,8;3
39196;Xeon E3-1275 v5;Intel;4;8;3,6;4;8
39197;Celeron G1620;Intel;2;4;2,7;2,7;2
39198;Athlon X4 970;AMD;4;8;3,8;4;2
39199;Core i5-3335S;Intel;4;8;2,7;3,2;6
39200;Ryzen 3 2200G;AMD;4;8;3,5;3,7;4
39201;Ryzen 7 PRO 3700;AMD;8;16;3,6;4,4;32
39202;Core i5-6400T;Intel;4;8;2,2;2,8;6
39203;Ryzen 5 PRO 1500;AMD;4;8;3,5;3,7;16
39204;Xeon E3-1220 v5;Intel;4;8;3;3,5;8
39205;Pentium G850;Intel;2;4;2,9;2,9;3
39206;Xeon E3-1280 v5;Intel;4;8;3,7;4;8
39207;AthlonII X2 260;AMD;2;4;3,2;3,2;2
39208;Xeon E3-1270L v4;Intel;4;8;3;3,6;6
39209;AthlonII X2 B22;AMD;2;4;2,8;2,8;2
39210;Core i7-870;Intel;4;8;2,93;3,60;8
39211;Core i3-6100;Intel;2;4;3,7;3,7;3
39212;Xeon E3-1240 v6;Intel;4;8;3,7;4,1;8
39213;PhenomII X4 900e;AMD;4;8;2,4;2,4;6
39214;Core i5-4570TE;Intel;2;4;2,7;3,3;4
39215;Core i7-4790T;Intel;4;8;2,7;3,9;8
39216;Xeon E3-1270 v2;Intel;4;8;3,5;3,9;8
39217;Core i3-8100;Intel;4;8;3,6;3,6;6
39218;Ryzen 3 PRO 1200;AMD;4;8;3,1;3,4;8
39219;Xeon E3-1225;Intel;4;8;3,1;3,4;6
39220;Athlon Silver PRO 3125GE;AMD;2;4;3,4;3,4;4
39221;Xeon E3-1275 v3;Intel;4;8;3,5;3,9;8
39222;Celeron G1620T;Intel;2;4;2,4;2,4;2
39223;AthlonII X2 245;AMD;2;4;2,9;2,9;2
39224;Core i7-3770S;Intel;4;8;3,1;3,9;8
39225;Core i5-3340;Intel;4;8;3,1;3,3;6
39226;Ryzen 3 PRO 4350G;AMD;4;8;3,8;4;4
39227;Xeon E3-1276 V3;Intel;4;8;3,6;4;8
39228;Sempron 145;AMD;1;2;2,8;2,8;1
39229;Phenom II X4 805;AMD;4;8;2,5;2,5;4
39230;Core i7-6700K;Intel;4;8;4;4,2;8
39231;Celeron G530T;Intel;2;4;2;2;2
39232;AthlonII X2 B22;AMD;2;4;2,8;2,8;2
39233;Ryzen 5 1600;AMD;6;12;3,2;3,6;16
39234;Core i3-8300;Intel;4;8;3,7;3,7;8
39235;PRO A8-9600;AMD;4;8;3,1;3,4;2
39236;Core i3-9300T;Intel;4;8;3,2;3,8;8
39237;Core i5-6600T;Intel;4;8;2,7;3,5;6
39238;Ryzen 9 5950X;AMD;16;32;3,4;4,9;64
39239;Phenom II X4 B97;AMD;4;8;3,2;3,2;6
39240;PhenomII X2 570;AMD;2;4;3,5;3,5;6
39241;Core i5-8500T;Intel;6;12;2,1;3,5;9
39242;Athlon Silver PRO 3125GE;AMD;2;4;3,4;3,4;4
39243;Phenom II X4 925;AMD;4;8;2,8;2,8;6
39244;Ryzen 7 2700;AMD;8;16;3,2;4,1;16
39245;AthlonII X2 B30;AMD;2;4;3,6;3,6;2
39246;Ryzen 3 3100;AMD;4;8;3,6;3,9;16
39247;Core i3-6100T;Intel;2;4;3,2;3,2;3
39248;Ryzen 5 1600X;AMD;6;12;3,6;4;16
39249;Celeron G3900T;Intel;2;4;2,6;2,6;2
39250;Core i5-650;Intel;2;4;3,2;3,46;4
39251;Ryzen 3 2300X;AMD;4;8;3,5;4;8
39252;Core i5-8600K;Intel;6;12;3,6;4,3;9
39253;A10-9700E;AMD;4;8;3;3,5;2
39254;Core i5-3350P;Intel;4;8;3,1;3,3;6
39255;Pentium G3460;Intel;2;4;3,5;3,5;3
39256;Core i3-9320;Intel;4;8;3,7;4,4;8
39257;Ryzen 3 4300G;AMD;4;8;3,8;4;4
39258;Ryzen 5 PRO 1500;AMD;4;8;3,5;3,7;16
39259;Core i7-875K;Intel;4;8;2,93;3,60;8
39260;Xeon E-2286G;Intel;6;12;4;4,9;12
39261;Xeon E3-1230 v2;Intel;4;8;3,3;3,7;8
39262;Sempron 130;AMD;1;2;2,6;2,6;0,5
39263;Athlon Silver 3050GE;AMD;2;4;3,4;3,4;4
39264;Xeon E-2104G;Intel;4;8;3,2;3,2;8
39265;Core i7-9700F;Intel;8;16;3;4,7;12
39266;Athlon II 170u;AMD;1;2;2;2;1
39267;Xeon E-2136;Intel;6;12;3,3;4,5;12
39268;Celeron G3930TE;Intel;2;4;2,7;2,7;2
39269;Xeon E-2174G;Intel;4;8;3,8;4,7;8
39270;Xeon E3-1225;Intel;4;8;3,1;3,4;6
39271;PhenomII X2 B53;AMD;2;4;2,8;2,8;6
39272;Ryzen 5 3400GE;AMD;4;8;3,3;4;4
39273;Core i3-2105;Intel;2;4;3,1;3,1;3
39274;PhenomII X3 700e;AMD;3;6;2,4;2,4;6
39275;Pentium G3420;Intel;2;4;3,2;3,2;3
39276;Ryzen 5 3600;AMD;6;12;3,6;4,2;32
39277;Core i3-4330TE;Intel;2;4;2,4;2,4;4
39278;Xeon E3-1220 v6;Intel;4;8;3;3,5;8
39279;Xeon X3470;Intel;4;8;2,93;3,60;8
39280;Core i3-2120T;Intel;2;4;2,6;2,6;3
39281;Sempron X2 190;AMD;2;4;2,5;2,5;1
