gpu_id;gpu_name;manufacturer;memory;tgp;computer_id
52591;GeForce RTX 4070;NVIDIA;12;8;35869
52592;Radeon HD 7950 Mac Edition;AMD;3;15;86359
52593;Radeon R7 360;AMD;2;20;9819
52594;HD Graphics 515;Intel;0;18;83023
52595;UHD Graphics 610;Intel;0;17;70001
52596;Radeon R9 FURY;AMD;4;10;29089
52597;Radeon HD 7950 Monica BIOS 2;AMD;3;;31733
52598;GeForce RTX 3080 Ti 20 GB;NVIDIA;20;8;6820
52599;Radeon R7 340 OEM;AMD;2;5;69036
52600;HD Graphics P530;Intel;0;;97208
52601;Iris Pro Graphics 5200;Intel;0;8;96783
52602;Radeon Pro V7300X;AMD;8;8;43545
52603;Radeon Pro WX 3100;AMD;4;12;13208
52604;Radeon R9 FURY X;AMD;4;9;28306
52605;Iris Xe Graphics 80EU;Intel;0;10;10752
52606;UHD Graphics P630;Intel;0;8;62774
52607;Radeon HD 7870 GHz Edition;AMD;2;14;36975
52608;HD Graphics P4600;Intel;0;10;10153
52609;Radeon RX 455 OEM;AMD;2;19;52990
52610;Radeon R9 270;AMD;2;7;7127
52611;GeForce RTX 4080 Ti;NVIDIA;20;17;20713
52612;Radeon Pro V5300X;AMD;4;15;10734
52613;GeForce GTX 1080 Ti 10 GB;NVIDIA;10;20;67860
52614;Radeon R5 330 OEM;AMD;2;17;90068
52615;GeForce GTX 960 OEM;NVIDIA;3;15;52131
52616;Radeon R7 260;AMD;2;6;15579
52617;Radeon R9 370X;AMD;2;15;38676
52618;GeForce GTX 1080;NVIDIA;8;;75004
52619;HD Graphics P4600;Intel;0;17;22377
52620;Radeon R5 435 OEM;AMD;2;19;34209
52621;Radeon R9 280X2;AMD;3;5;46404
52622;GeForce GTX TITAN X;NVIDIA;12;13;26780
52623;GeForce GTX 960 OEM;NVIDIA;3;10;68503
52624;UHD Graphics 750;Intel;0;9;65827
52625;UHD Graphics 710;Intel;0;9;82417
52626;UHD Graphics 617;Intel;0;8;47976
52627;GeForce GT 1030;NVIDIA;2;5;19408
52628;Radeon R9 255 OEM;AMD;2;5;14603
52629;TITAN RTX;NVIDIA;24;7;86103
52630;Radeon R5 330 OEM;AMD;2;6;97241
52631;GeForce GTX 970;NVIDIA;4;6;46955
52632;GeForce GT 1030;NVIDIA;2;4;50955
52633;Iris Graphics 550;Intel;0;19;14157
52634;Iris Pro Graphics 6200;Intel;0;14;77885
52635;GeForce GTX 1650 SUPER;NVIDIA;4;6;33120
52636;GeForce RTX 4090;NVIDIA;24;17;67073
52637;Radeon HD 8990 OEM;AMD;3;14;17869
52638;Radeon Pro V340;AMD;16;5;21229
52639;GeForce GT 1010 DDR4;NVIDIA;2;14;265
52640;HD Graphics 615;Intel;0;21;54329
52641;GeForce GTX 1080 Ti;NVIDIA;11;18;4825
52642;GeForce GTX 1650 TU106;NVIDIA;4;20;65474
52643;Radeon R9 FURY X;AMD;4;7;16893
52644;Radeon R7 240 OEM;AMD;2;13;10243
52645;Radeon R7 240 OEM;AMD;2;;22303
52646;HD Graphics 2000;Intel;0;7;70731
52647;UHD Graphics 48EU;Intel;0;12;65162
52648;Radeon Pro V340;AMD;16;10;82200
52649;Radeon R7 250 OEM;AMD;2;17;79581
52650;HD Graphics 4400;Intel;0;5;98493
52651;GeForce GTX 1650 GDDR6;NVIDIA;4;19;50999
52652;Iris Pro Graphics 580;Intel;0;20;20726
52653;HD Graphics 4600;Intel;0;6;42784
52654;UHD Graphics 64EU;Intel;0;5;64055
52655;GeForce GTX 1650 GDDR6;NVIDIA;4;;51990
52656;GeForce GT 1030 GK107;NVIDIA;2;14;45877
52657;Radeon HD 7950 Boost;AMD;3;11;15831
52658;GeForce GTX 1060 6 GB GP104;NVIDIA;6;17;37670
52659;Radeon RX 455 OEM;AMD;2;9;69430
52660;Iris Pro Graphics P555;Intel;0;7;77859
52661;Radeon R9 290X2;AMD;4;19;58101
52662;GeForce GTX 950 OEM;NVIDIA;4;12;68573
52663;Radeon HD 7950 Monica BIOS 1;AMD;3;8;16017
52664;Radeon R9 FURY;AMD;4;15;61511
52665;GeForce RTX 4070;NVIDIA;12;8;10313
52666;Iris Pro Graphics P6300;Intel;0;;2791
52667;Radeon R9 370 1024SP;AMD;2;14;99656
52668;Radeon R7 340 OEM;AMD;2;11;69166
52669;Radeon R7 250 OEM;AMD;2;8;15949
52670;GeForce GTX 1630;NVIDIA;4;12;28643
52671;Radeon HD 8860 OEM;AMD;2;9;48392
52672;Radeon HD 7970;AMD;3;18;91696
52673;Iris Pro Graphics P555;Intel;0;14;42887
52674;Radeon Vega Frontier Edition Watercooled;AMD;16;13;71848
52675;HD Graphics 5500;Intel;0;9;92146
52676;Iris Graphics 540;Intel;0;13;12805
52677;Radeon R9 370 1024SP;AMD;2;10;34649
52678;Radeon R9 FURY;AMD;4;20;75253
52679;Radeon RX 470D;AMD;4;21;94763
52680;GeForce RTX 4080 Ti;NVIDIA;20;14;24201
52681;Radeon R9 390 X2;AMD;8;11;87021
52682;GeForce RTX 3050 8 GB;NVIDIA;8;6;8708
52683;UHD Graphics G7;Intel;0;;62679
52684;Radeon Pro V320;AMD;16;10;63177
52685;Iris Graphics 5100;Intel;0;6;58563
52686;GeForce GTX 1650 TU106;NVIDIA;4;11;59567
52687;GeForce RTX 2060 12 GB;NVIDIA;12;19;83474
52688;GeForce RTX 2060 12 GB;NVIDIA;12;18;73663
52689;GeForce RTX 2060 12 GB;NVIDIA;12;4;14480
52690;GeForce RTX 2080;NVIDIA;8;21;18642
52691;Radeon HD 8990 OEM;AMD;3;15;25691
52692;Radeon R9 290X;AMD;4;16;33939
52693;UHD Graphics G7;Intel;0;4;69097
52694;Radeon R9 370;AMD;2;10;28105
52695;Radeon R7 265X OEM;AMD;2;12;74835
52696;Radeon HD 7950;AMD;3;5;84742
52697;GeForce RTX 3090;NVIDIA;24;6;81999
52698;UHD Graphics 64EU;Intel;0;5;15621
52699;Radeon R9 290X2;AMD;4;21;92300
52700;GeForce RTX 2080 Ti 12 GB;NVIDIA;12;8;55966
52701;HD Graphics 2000;Intel;0;10;40765
52702;GeForce GTX 1650 GDDR6;NVIDIA;4;8;96981
52703;GeForce GTX 1070;NVIDIA;8;6;70706
52704;GeForce GTX 1070;NVIDIA;8;5;27234
52705;Radeon Pro W6400;AMD;4;14;51771
52706;UHD Graphics;Intel;0;4;11860
52707;Radeon R9 370X;AMD;2;21;23297
52708;Radeon R9 370;AMD;2;9;87461
52709;HD Graphics P3000;Intel;0;21;60475
52710;Radeon R9 270 1024SP;AMD;2;17;82252
52711;Radeon Pro WX 8200;AMD;8;14;99592
52712;UHD Graphics 48EU;Intel;0;9;6965
52713;Radeon R9 FURY X2;AMD;4;4;75684
52714;UHD Graphics 620;Intel;0;15;13176
52715;GeForce GTX 980 Ti;NVIDIA;6;13;1038
52716;Radeon Pro W6400;AMD;4;13;61033
52717;Iris Pro Graphics P6300;Intel;0;8;37010
52718;Radeon HD 7970;AMD;3;18;51729
52719;UHD Graphics 32EU;Intel;0;6;17779
52720;GeForce GTX 960 OEM;NVIDIA;3;16;84681
52721;UHD Graphics 64EU;Intel;0;16;85913
52722;UHD Graphics P630;Intel;0;16;422
52723;Radeon R5 310 OEM;AMD;2;4;91232
52724;HD Graphics 4400;Intel;0;14;63407
52725;Radeon HD 7850;AMD;2;6;77105
52726;HD Graphics P630;Intel;0;18;88420
52727;HD Graphics 515;Intel;0;8;40603
52728;Radeon R9 360 OEM;AMD;2;9;65748
52729;Radeon RX 460;AMD;2;;63500
52730;UHD Graphics 610;Intel;0;12;23090
52731;GeForce GTX 1660 Ti;NVIDIA;6;6;71661
52732;Radeon R7 350 640SP;AMD;2;18;80416
52733;Radeon Pro WX 9100;AMD;16;17;58536
52734;Iris Pro Graphics P555;Intel;0;9;64379
52735;HD Graphics 615;Intel;0;14;63593
52736;GeForce GTX 980 Ti;NVIDIA;6;13;82726
52737;Radeon Pro VII;AMD;16;8;93405
52738;Radeon R9 FURY X;AMD;4;20;45568
52739;GeForce RTX 3080;NVIDIA;10;13;65532
52740;HD Graphics 400;Intel;0;4;51564
52741;HD Graphics 5500;Intel;0;17;32903
52742;GeForce RTX 2080 Ti;NVIDIA;11;19;51062
52743;GeForce RTX 3060 Ti;NVIDIA;8;;96183
52744;GeForce RTX 4060;NVIDIA;8;8;10993
52745;GeForce GTX 1050 3 GB;NVIDIA;3;5;66945
52746;GeForce RTX 3050 8 GB;NVIDIA;8;16;54954
52747;Radeon Pro WX 8200;AMD;8;12;53837
52748;Iris Plus Graphics 650;Intel;0;17;80383
52749;TITAN RTX;NVIDIA;24;19;95749
52750;GeForce GTX 1650 SUPER;NVIDIA;4;5;52112
52751;GeForce GTX 1060 3 GB GP104;NVIDIA;3;16;75852
52752;HD Graphics 4600;Intel;0;16;68711
52753;Radeon R7 260X;AMD;2;21;69040
52754;GeForce GTX 1070 Ti;NVIDIA;8;19;95664
52755;Radeon R9 270 1024SP;AMD;2;;46651
52756;GeForce RTX 4070;NVIDIA;12;12;76805
52757;Radeon Pro Duo Polaris;AMD;16;16;43069
52758;Radeon Pro WX 5100;AMD;8;9;48352
52759;GeForce GTX 1060 3 GB GP104;NVIDIA;3;19;89288
52760;GeForce GTX 1060 6 GB 9Gbps;NVIDIA;6;17;64616
52761;Radeon R7 360E;AMD;2;15;87937
52762;Radeon R7 250 OEM;AMD;2;13;45409
52763;GeForce RTX 3050 8 GB;NVIDIA;8;8;22857
52764;Radeon R9 FURY X;AMD;4;14;35772
52765;UHD Graphics 617;Intel;0;6;76601
52766;Radeon Pro W5700;AMD;8;18;99729
52767;GeForce RTX 3060 Ti GA103;NVIDIA;8;16;86335
52768;HD Graphics 6000;Intel;0;9;67825
52769;Iris Plus Graphics 640;Intel;0;14;19097
52770;TITAN V;NVIDIA;12;4;29721
52771;Radeon R7 360 896SP;AMD;2;;26534
52772;Radeon R7 350;AMD;2;16;36772
52773;Radeon R7 250 OEM;AMD;2;5;87723
52774;Radeon HD 7950 Monica BIOS 1;AMD;3;18;85897
52775;GeForce GTX 1650 TU106;NVIDIA;4;;74951
52776;HD Graphics 4400;Intel;0;8;59367
52777;Radeon R9 370X;AMD;2;4;23101
52778;Radeon R7 250 OEM;AMD;2;7;85347
52779;HD Graphics 2000;Intel;0;20;30565
52780;HD Graphics 515;Intel;0;10;24090
52781;Radeon R9 390 X2;AMD;8;8;98621
52782;GeForce RTX 3060 Ti GA103;NVIDIA;8;7;90483
52783;Radeon Pro W5700;AMD;8;16;23889
52784;Radeon HD 8990 OEM;AMD;3;20;26483
52785;Radeon R9 270X;AMD;2;8;90861
52786;Radeon HD 7970 X2;AMD;3;9;6645
52787;HD Graphics 5300;Intel;0;14;23212
52788;GeForce RTX 3070 Ti GA102;NVIDIA;8;;5992
52789;GeForce GTX 1650 TU106;NVIDIA;4;12;93774
52790;Radeon HD 7950 Monica BIOS 2;AMD;3;21;12713
52791;GeForce GTX 1080;NVIDIA;8;16;62249
52792;TITAN RTX;NVIDIA;24;9;70092
52793;TITAN RTX;NVIDIA;24;14;10849
52794;Radeon HD 8860 OEM;AMD;2;5;67478
52795;UHD Graphics 605;Intel;0;12;96091
52796;Radeon R7 350;AMD;2;4;434
52797;GeForce RTX 4090 Ti;NVIDIA;48;14;79215
52798;Radeon R7 450 OEM;AMD;2;11;63426
52799;Radeon R9 270;AMD;2;18;55456
52800;Iris Plus Graphics 645;Intel;0;18;87071
52801;GeForce GTX 1050;NVIDIA;2;4;77810
52802;Radeon R7 450 OEM;AMD;2;6;43532
52803;GeForce RTX 2060 12 GB;NVIDIA;12;20;75848
52804;Radeon R5 435 OEM;AMD;2;6;88711
52805;GeForce RTX 2080 Ti;NVIDIA;11;21;29658
52806;HD Graphics 400;Intel;0;7;40490
52807;Radeon Pro V620;AMD;32;15;45906
52808;TITAN RTX;NVIDIA;24;13;77593
52809;GeForce GTX 1650 TU116;NVIDIA;4;;88109
52810;Radeon HD 7950 Boost;AMD;3;19;51001
52811;GeForce GT 1010 DDR4;NVIDIA;2;4;30725
52812;Radeon R7 260;AMD;2;12;75549
52813;GeForce GTX 950;NVIDIA;2;6;40747
52814;GeForce GTX 970;NVIDIA;4;12;60962
52815;Radeon R9 280X2;AMD;3;7;81776
52816;Radeon R9 285X;AMD;3;13;56487
52817;Iris Xe Graphics G7 80EU;Intel;0;10;26378
52818;Radeon Pro V620;AMD;32;19;4817
52819;UHD Graphics 64EU;Intel;0;6;70111
52820;HD Graphics P530;Intel;0;9;4580
52821;Iris Graphics 5100;Intel;0;20;42641
52822;Iris Plus Graphics 650;Intel;0;16;52489
52823;Radeon R7 340 OEM;AMD;2;9;91370
52824;Radeon R7 250 OEM;AMD;2;15;39202
52825;Radeon R9 270;AMD;2;9;5919
52826;Radeon R5 430 OEM;AMD;2;8;69343
52827;Radeon R5 240 OEM;AMD;2;18;98276
52828;Radeon R9 390;AMD;8;20;11369
52829;GeForce GTX 1050;NVIDIA;2;15;29689
52830;Iris Xe MAX Graphics;Intel;0;7;44239
52831;UHD Graphics 610;Intel;0;18;54493
52832;GeForce RTX 3080;NVIDIA;10;17;84569
52833;GeForce RTX 2060 SUPER;NVIDIA;8;18;860
52834;GeForce GTX 960;NVIDIA;2;20;43614
52835;GeForce GTX 950;NVIDIA;2;6;65871
52836;Iris Xe Graphics 96EU;Intel;0;15;15850
52837;Iris Plus Graphics 645;Intel;0;4;28760
52838;Radeon R9 370;AMD;2;;99521
52839;Iris Pro Graphics P6300;Intel;0;15;31842
52840;Radeon R9 280X;AMD;3;15;74593
52841;GeForce GTX 1060 8 GB GDDR5X;NVIDIA;8;7;99714
52842;HD Graphics P5700;Intel;0;13;21540
52843;GeForce GTX 1060 3 GB;NVIDIA;3;12;67024
52844;Radeon Pro WX 9100;AMD;16;12;85869
52845;Radeon R5 240 OEM;AMD;2;16;55246
52846;Radeon Pro SSG;AMD;16;18;86704
52847;Radeon Pro V7300X;AMD;8;13;95989
52848;GeForce GT 1010 DDR4;NVIDIA;2;;10259
52849;HD Graphics;Intel;0;12;46278
52850;Radeon HD 8990 OEM;AMD;3;6;61973
52851;GeForce GT 1010;NVIDIA;2;20;34683
52852;Radeon R9 280;AMD;3;8;81291
52853;GeForce RTX 3070 Ti 16 GB;NVIDIA;16;16;73146
52854;Radeon Pro W6600;AMD;8;;95209
52855;GeForce GTX 1050 3 GB;NVIDIA;3;;73760
52856;GeForce RTX 2080;NVIDIA;8;7;90097
52857;GeForce GTX 1060 6 GB;NVIDIA;6;21;86173
52858;GeForce GTX 950 OEM;NVIDIA;4;7;28806
52859;Radeon Pro V320;AMD;16;17;89883
52860;GeForce RTX 2080 Ti;NVIDIA;11;8;75595
52861;Radeon R9 390 X2;AMD;8;16;62326
52862;GeForce GTX 1070 GDDR5X;NVIDIA;8;14;66173
52863;UHD Graphics 620;Intel;0;19;22918
52864;Radeon R9 370;AMD;2;14;22143
52865;Radeon HD 7970;AMD;3;14;41519
52866;HD Graphics 5300;Intel;0;19;55754
52867;Radeon R9 290X2;AMD;4;10;60737
52868;UHD Graphics 617;Intel;0;11;7421
52869;Radeon Pro WX 7100;AMD;8;8;43065
52870;UHD Graphics 710;Intel;0;6;52383
52871;Radeon R7 350 OEM;AMD;2;6;62173
52872;Iris Xe Graphics 80EU;Intel;0;17;77276
52873;Radeon HD 7970 X2;AMD;3;8;64816
52874;GeForce GTX 1660 Ti;NVIDIA;6;13;37160
52875;GeForce GTX 1650 TU116;NVIDIA;4;7;41878
52876;GeForce RTX 3050 8 GB GA107;NVIDIA;8;9;11366
52877;Iris Plus Graphics 655;Intel;0;6;7895
52878;GeForce GTX 950 Low Power;NVIDIA;2;4;30
52879;Radeon R5 430 OEM;AMD;2;4;89015
52880;GeForce GT 1010 DDR4;NVIDIA;2;7;80406
52881;Radeon R7 240 OEM;AMD;2;20;28634
52882;GeForce RTX 2080 SUPER;NVIDIA;8;16;91977
52883;Iris Plus Graphics G4;Intel;0;19;81070
52884;UHD Graphics 64EU;Intel;0;11;30848
52885;HD Graphics P3000;Intel;0;9;74140
52886;Radeon HD 7950 Monica BIOS 1;AMD;3;12;92198
52887;Radeon HD 8990 OEM;AMD;3;14;16555
52888;Radeon HD 8950 OEM;AMD;3;17;45040
52889;Radeon R9 280X;AMD;3;7;56831
52890;Radeon Pro V340;AMD;16;16;35478
52891;GeForce GTX 1050 3 GB;NVIDIA;3;4;25008
52892;GeForce GTX 1070;NVIDIA;8;18;79659
52893;GeForce RTX 2070;NVIDIA;8;15;78541
52894;Radeon R7 350;AMD;2;15;96699
52895;HD Graphics P4600;Intel;0;12;92217
52896;UHD Graphics 32EU;Intel;0;19;87567
52897;GeForce GTX 1060 6 GB;NVIDIA;6;;26816
52898;Radeon RX 470;AMD;4;20;97480
52899;HD Graphics P4000;Intel;0;14;28044
52900;GeForce GTX 1060 6 GB GDDR5X;NVIDIA;6;18;67032
52901;HD Graphics 615;Intel;0;16;9858
52902;Iris Pro Graphics P555;Intel;0;14;94125
52903;TITAN V CEO Edition;NVIDIA;32;8;95496
52904;Radeon Pro WX 7100;AMD;8;13;33737
52905;Radeon Pro W6600;AMD;8;4;50076
52906;Iris Xe Graphics 96EU;Intel;0;10;57009
52907;Radeon R7 435 OEM;AMD;2;19;85245
52908;GeForce RTX 3050 OEM;NVIDIA;8;4;90063
52909;HD Graphics 520;Intel;0;6;68193
52910;UHD Graphics 615;Intel;0;16;50732
52911;GeForce GTX 1080 Ti;NVIDIA;11;14;45994
52912;GeForce GTX 1650 TU116;NVIDIA;4;5;34495
52913;Iris Plus Graphics 640;Intel;0;19;10661
52914;GeForce RTX 4060 Ti;NVIDIA;10;17;2638
52915;Radeon Pro WX 2100;AMD;2;15;2981
52916;Iris Plus Graphics 645;Intel;0;20;33925
52917;Radeon R9 280X2;AMD;3;10;39504
52918;GeForce GTX 1070 Ti;NVIDIA;8;18;24271
52919;GeForce GTX 1650 TU116;NVIDIA;4;11;79530
52920;HD Graphics 510;Intel;0;19;31644
52921;GeForce GTX 1660 Ti;NVIDIA;6;5;41389
52922;Radeon R7 265;AMD;2;16;84585
52923;Radeon Pro WX 9100;AMD;16;20;19429
52924;UHD Graphics P750;Intel;0;10;82454
52925;HD Graphics 615;Intel;0;14;28037
52926;HD Graphics 5300;Intel;0;5;27837
52927;Radeon R9 270X;AMD;2;15;5834
52928;HD Graphics 500;Intel;0;18;60128
52929;Radeon R9 390X;AMD;8;19;66234
52930;GeForce RTX 4060;NVIDIA;8;9;89367
52931;GeForce RTX 4080 Ti;NVIDIA;20;17;51006
52932;GeForce GT 1030 GK107;NVIDIA;2;12;34410
52933;Iris Plus Graphics 645;Intel;0;10;31594
52934;Radeon R9 285;AMD;2;19;47225
52935;Radeon Pro SSG;AMD;16;5;16754
52936;GeForce GT 1030 GK107;NVIDIA;2;6;36352
52937;HD Graphics P530;Intel;0;11;59878
52938;Radeon R7 240 OEM;AMD;2;7;77090
52939;Radeon R9 FURY X;AMD;4;5;45778
52940;Iris Graphics 6100;Intel;0;14;33354
52941;Iris Pro Graphics 580;Intel;0;6;17992
52942;GeForce RTX 3080 Ti 20 GB;NVIDIA;20;17;92456
52943;Radeon R9 390 X2;AMD;8;5;63187
52944;Radeon R7 360 896SP;AMD;2;8;52638
52945;Radeon HD 8860 OEM;AMD;2;20;9796
52946;Radeon R5 430 OEM;AMD;2;13;87281
52947;Radeon Vega Frontier Edition Watercooled;AMD;16;5;41316
52948;GeForce GTX 1060 8 GB GDDR5X;NVIDIA;8;20;54203
52949;GeForce RTX 2080 Ti;NVIDIA;11;14;29944
52950;Radeon Pro V620;AMD;32;5;57662
52951;UHD Graphics 24EU;Intel;0;20;42503
52952;HD Graphics P630;Intel;0;6;44907
52953;HD Graphics 515;Intel;0;12;61164
52954;Radeon HD 7950 Monica BIOS 1;AMD;3;5;36306
52955;Radeon R7 260X;AMD;2;16;22210
52956;Radeon R7 250 OEM;AMD;2;21;22358
52957;Iris Xe MAX Graphics;Intel;0;14;76314
52958;GeForce RTX 2080 Ti 12 GB;NVIDIA;12;4;87149
52959;Radeon RX 470;AMD;4;4;80443
52960;Radeon Pro W5700;AMD;8;8;77325
52961;GeForce GTX 1060 6 GB GP104;NVIDIA;6;18;7940
52962;Iris Xe Graphics G7 80EU;Intel;0;10;11413
52963;UHD Graphics;Intel;0;17;292
52964;GeForce GTX 950 OEM;NVIDIA;4;6;99703
52965;HD Graphics 2000;Intel;0;5;33491
52966;GeForce RTX 2070 SUPER;NVIDIA;8;7;93521
52967;Radeon R7 260;AMD;2;14;30424
52968;GeForce RTX 4080 12 GB;NVIDIA;12;15;7456
52969;GeForce RTX 2080 Ti;NVIDIA;11;8;1948
52970;Radeon Pro V520;AMD;8;15;31005
52971;GeForce RTX 2060 SUPER;NVIDIA;8;11;89373
52972;Radeon R9 295X2;AMD;4;13;97838
52973;HD Graphics P530;Intel;0;17;65134
52974;GeForce GTX 960;NVIDIA;2;13;53645
52975;UHD Graphics 605;Intel;0;9;20109
52976;GeForce RTX 3060 Ti GDDR6X;NVIDIA;8;17;59639
52977;Radeon R7 360;AMD;2;16;28721
52978;Radeon R7 260X;AMD;2;8;44545
52979;Radeon RX 455 OEM;AMD;2;13;33673
52980;Radeon R7 265X OEM;AMD;2;8;33389
52981;Radeon Pro W5500;AMD;8;11;48418
52982;GeForce GTX 1060 3 GB GP104;NVIDIA;3;11;34114
52983;Radeon Pro Duo Polaris;AMD;16;20;75794
52984;GeForce GTX 1650 TU116;NVIDIA;4;12;38898
52985;Radeon R7 450 OEM;AMD;2;18;91757
52986;Radeon RX 460;AMD;2;14;7261
52987;Radeon R9 FURY X2;AMD;4;17;86235
52988;Radeon Pro WX 3200;AMD;4;20;82230
52989;Radeon HD 8950 OEM;AMD;3;19;18509
52990;Radeon HD 7950 Boost;AMD;3;7;43368
52991;Radeon HD 8670 OEM;AMD;2;9;4887
52992;Iris Pro Graphics P6300;Intel;0;14;44037
52993;Radeon R9 290X;AMD;4;;6808
52994;GeForce RTX 3050 8 GB GA107;NVIDIA;8;11;70427
52995;GeForce GTX 1660 Ti;NVIDIA;6;7;47046
52996;HD Graphics P4600;Intel;0;18;18831
52997;Radeon HD 8570 OEM;AMD;2;16;12942
52998;GeForce RTX 3090;NVIDIA;24;7;243
52999;HD Graphics P4000;Intel;0;6;45616
53000;GeForce RTX 3060 Ti;NVIDIA;8;13;23193
53001;Radeon HD 8570 OEM;AMD;2;16;15982
53002;Radeon R9 360 OEM;AMD;2;10;66032
53003;Radeon R9 FURY;AMD;4;19;20146
53004;GeForce GTX 1660 SUPER;NVIDIA;6;4;43914
53005;GeForce GTX 1060 6 GB 9Gbps;NVIDIA;6;16;30327
53006;GeForce GTX 1070 Ti;NVIDIA;8;6;83402
53007;TITAN V CEO Edition;NVIDIA;32;15;11941
53008;Iris Pro Graphics 580;Intel;0;10;57678
53009;GeForce GTX 1060 5 GB;NVIDIA;5;16;89003
53010;Radeon R7 350 OEM;AMD;2;20;2039
53011;Radeon R9 270X;AMD;2;20;98379
53012;Radeon HD 7950 Mac Edition;AMD;3;9;71995
53013;GeForce GT 1010 DDR4;NVIDIA;2;9;54012
53014;Radeon RX 460 1024SP;AMD;2;4;11907
53015;GeForce RTX 4080 Ti;NVIDIA;20;4;79454
53016;Iris Pro Graphics 6200;Intel;0;9;67255
53017;Iris Xe MAX Graphics;Intel;0;14;9271
53018;Radeon R9 FURY;AMD;4;5;24485
53019;Iris Xe MAX Graphics;Intel;0;7;2736
53020;GeForce GTX 1660 SUPER;NVIDIA;6;;20738
53021;Radeon Pro W6800;AMD;32;14;39884
53022;GeForce GTX 1050 Ti;NVIDIA;4;8;37452
53023;Radeon HD 8870 OEM;AMD;2;20;31343
53024;HD Graphics 500;Intel;0;21;72113
53025;Radeon HD 8970 OEM;AMD;3;13;80175
53026;GeForce RTX 4050;NVIDIA;8;18;69896
53027;GeForce RTX 3060 Ti GDDR6X;NVIDIA;8;19;56164
53028;GeForce RTX 3080;NVIDIA;10;6;43908
53029;Radeon Pro Duo;AMD;4;21;10566
53030;HD Graphics 510;Intel;0;18;68571
53031;Radeon HD 8860 OEM;AMD;2;19;57048
53032;GeForce GTX 1080 Ti 10 GB;NVIDIA;10;7;93059
53033;GeForce GTX 1060 6 GB GP104;NVIDIA;6;9;13056
53034;Radeon RX 455 OEM;AMD;2;12;63133
53035;GeForce GT 1010;NVIDIA;2;4;50570
53036;Radeon R9 380;AMD;2;9;44455
53037;Radeon HD 7850;AMD;2;;24351
53038;Iris Plus Graphics 650;Intel;0;21;70834
53039;Radeon Pro WX 5100;AMD;8;21;79588
53040;Radeon HD 7870 XT;AMD;2;13;23007
53041;Iris Graphics 540;Intel;0;11;11355
53042;GeForce RTX 3060 8 GB;NVIDIA;8;16;66228
53043;UHD Graphics 24EU;Intel;0;6;11942
53044;Iris Graphics 5100;Intel;0;13;69368
53045;Radeon R9 285;AMD;2;;66504
53046;Iris Xe MAX Graphics;Intel;0;7;7477
53047;Radeon R9 390 X2;AMD;8;12;88790
53048;Iris Xe MAX Graphics;Intel;0;21;5074
53049;Radeon HD 8970 OEM;AMD;3;12;57432
53050;Radeon R9 270 1024SP;AMD;2;10;6074
53051;Radeon R7 340 OEM;AMD;2;20;51953
53052;GeForce RTX 3070 Ti;NVIDIA;8;16;8491
53053;Radeon R9 Nano;AMD;4;16;65305
53054;Iris Plus Graphics 645;Intel;0;18;85490
53055;TITAN RTX;NVIDIA;24;16;87055
53056;GeForce GTX 950;NVIDIA;2;5;89935
53057;UHD Graphics 770;Intel;0;6;52647
53058;Radeon R7 240;AMD;2;;50856
53059;GeForce GTX 1660;NVIDIA;6;9;34305
53060;Radeon R9 280X2;AMD;3;5;84347
53061;GeForce RTX 4060;NVIDIA;8;9;47550
53062;Radeon Pro WX 4100;AMD;4;21;73411
53063;Radeon R7 360;AMD;2;14;41781
53064;GeForce GTX 950 OEM;NVIDIA;4;;42082
53065;UHD Graphics P630;Intel;0;16;28611
53066;GeForce GT 1030 GK107;NVIDIA;2;;73879
53067;GeForce RTX 3080 Ti 20 GB;NVIDIA;20;;45032
53068;GeForce RTX 4080 12 GB;NVIDIA;12;10;59812
53069;GeForce GTX TITAN X;NVIDIA;12;15;14960
53070;UHD Graphics G7;Intel;0;12;95257
53071;Iris Graphics 540;Intel;0;14;21908
53072;HD Graphics 5500;Intel;0;17;38183
53073;Radeon HD 7970 X2;AMD;3;14;27648
53074;Radeon HD 8970 OEM;AMD;3;10;35177
53075;Radeon Pro V520;AMD;8;21;74512
53076;Radeon Pro W6600;AMD;8;7;98516
53077;UHD Graphics 615;Intel;0;5;17224
53078;Radeon Pro VII;AMD;16;11;67378
53079;GeForce RTX 3060 Ti;NVIDIA;8;7;82475
53080;GeForce RTX 3080 Ti 20 GB;NVIDIA;20;;56240
53081;GeForce RTX 2060;NVIDIA;6;18;86633
53082;Radeon RX 470;AMD;4;16;47734
53083;GeForce GTX 1650 TU106;NVIDIA;4;;85594
53084;GeForce GTX 1650 GDDR6;NVIDIA;4;5;32413
53085;GeForce RTX 2070;NVIDIA;8;13;4062
53086;GeForce GTX 1060 3 GB GP104;NVIDIA;3;11;64934
53087;GeForce RTX 2080 SUPER;NVIDIA;8;11;43111
53088;GeForce RTX 3050 OEM;NVIDIA;8;19;46013
53089;Radeon R7 350;AMD;2;20;39130
53090;GeForce RTX 3070 Ti GA102;NVIDIA;8;;96987
53091;Radeon Vega Frontier Edition Watercooled;AMD;16;17;88987
53092;GeForce GTX 1660;NVIDIA;6;8;32643
53093;Radeon Pro WX 2100;AMD;2;13;47123
53094;UHD Graphics 32EU;Intel;0;4;68533
53095;Radeon R7 350 OEM;AMD;2;18;50640
53096;Radeon R5 430 OEM;AMD;2;20;2216
