id;memory;ram_stick_type;clock_speed
99653;16;DDR1;2666
99654;16;DDR4;3200
99655;2;DDR2;333
99656;16;DDR2;333
99657;16;DDR2;1066
99658;4;DDR3;533
99659;16;DDR3;400
99660;32;DDR3;800
99661;32;DDR2;800
99662;4;DDR4;333
99663;16;DDR1;1333
99664;4;DDR4;800
99665;32;DDR3;4000
99666;4;DDR3;4400
99667;32;DDR2;400
99668;8;DDR3;4400
99669;2;DDR4;3600
99670;8;DDR2;1600
99671;16;DDR2;3600
99672;4;DDR3;4400
99673;2;DDR2;1333
99674;2;DDR4;1000
99675;4;DDR3;200
99676;32;DDR1;1600
99677;8;DDR3;2400
99678;8;DDR3;800
99679;16;DDR4;333
99680;16;DDR1;300
99681;2;DDR3;3200
99682;32;DDR3;2666
99683;16;DDR4;1333
99684;4;DDR1;333
99685;2;DDR1;400
99686;2;DDR2;4000
99687;16;DDR1;1333
99688;16;DDR1;2400
99689;32;DDR2;300
99690;2;DDR2;2933
99691;8;DDR3;2400
99692;2;DDR1;266
99693;2;DDR3;300
99694;4;DDR4;3600
99695;32;DDR4;3000
99696;4;DDR3;800
99697;32;DDR3;3600
99698;4;DDR1;1333
99699;8;DDR2;1600
99700;4;DDR3;1066
99701;2;DDR3;3200
99702;16;DDR2;3200
99703;8;DDR3;1000
99704;2;DDR1;2666
99705;8;DDR4;4400
99706;32;DDR3;1066
99707;8;DDR1;1333
99708;32;DDR2;533
99709;16;DDR4;300
99710;8;DDR4;1600
99711;8;DDR2;1600
99712;8;DDR2;533
99713;2;DDR4;3200
99714;2;DDR3;400
99715;4;DDR1;667
99716;32;DDR1;2666
99717;16;DDR3;533
99718;32;DDR4;667
99719;32;DDR1;800
99720;32;DDR2;3600
99721;4;DDR3;2400
99722;16;DDR1;800
99723;32;DDR1;200
99724;4;DDR4;400
99725;2;DDR2;2933
99726;8;DDR1;1000
99727;32;DDR2;800
99728;8;DDR3;2400
99729;4;DDR2;2666
99730;32;DDR2;400
99731;2;DDR3;4000
99732;2;DDR1;533
99733;32;DDR1;400
99734;2;DDR3;1000
99735;32;DDR1;1000
99736;4;DDR1;1066
99737;4;DDR3;200
99738;2;DDR3;1000
99739;16;DDR2;3200
99740;32;DDR2;333
99741;4;DDR2;400
99742;2;DDR4;333
99743;8;DDR3;200
99744;32;DDR2;200
99745;4;DDR3;3200
99746;4;DDR3;667
99747;16;DDR2;400
99748;2;DDR2;4000
99749;8;DDR4;266
99750;32;DDR4;2400
99751;32;DDR2;4400
99752;8;DDR4;3200
99753;4;DDR4;200
99754;16;DDR4;1333
99755;32;DDR3;4400
99756;4;DDR2;333
99757;4;DDR1;200
99758;16;DDR1;400
99759;16;DDR1;266
99760;8;DDR2;3600
99761;16;DDR3;667
99762;16;DDR2;1333
99763;8;DDR3;800
99764;4;DDR4;3600
99765;2;DDR1;667
99766;32;DDR1;4400
99767;4;DDR1;3200
99768;32;DDR3;266
99769;8;DDR2;3600
99770;2;DDR2;533
99771;16;DDR3;3600
99772;8;DDR3;300
99773;8;DDR3;1333
99774;4;DDR4;667
99775;2;DDR2;2666
99776;4;DDR4;300
99777;2;DDR2;2666
99778;16;DDR3;3600
99779;16;DDR3;800
99780;16;DDR2;533
99781;16;DDR3;266
99782;32;DDR2;4000
99783;8;DDR2;533
99784;32;DDR1;800
99785;8;DDR4;667
99786;8;DDR4;1333
99787;2;DDR1;333
99788;2;DDR2;1600
99789;32;DDR4;667
99790;16;DDR1;333
99791;16;DDR2;533
99792;8;DDR4;266
99793;8;DDR2;4000
99794;32;DDR2;1600
99795;4;DDR1;2400
99796;2;DDR2;4400
99797;16;DDR2;200
99798;8;DDR3;1066
99799;32;DDR4;800
99800;8;DDR1;667
99801;8;DDR4;2933
99802;16;DDR4;1333
99803;32;DDR3;1000
99804;8;DDR2;533
99805;8;DDR3;800
99806;2;DDR1;533
99807;2;DDR2;667
99808;8;DDR3;400
99809;2;DDR4;1333
99810;8;DDR3;800
99811;32;DDR3;400
99812;8;DDR4;3000
99813;32;DDR4;2666
99814;4;DDR2;333
99815;32;DDR2;3200
99816;4;DDR3;3200
99817;8;DDR3;3600
99818;32;DDR4;400
99819;16;DDR1;266
99820;4;DDR4;533
99821;16;DDR2;800
99822;32;DDR4;1066
99823;16;DDR4;333
99824;32;DDR1;4400
99825;16;DDR2;400
99826;2;DDR3;400
99827;32;DDR2;3600
99828;2;DDR1;1066
99829;2;DDR2;3200
99830;16;DDR1;1333
99831;32;DDR1;3600
99832;4;DDR3;1600
99833;4;DDR2;2933
99834;8;DDR2;400
99835;32;DDR2;1066
99836;2;DDR2;4000
99837;32;DDR3;3200
99838;2;DDR4;333
99839;8;DDR4;2400
99840;4;DDR1;200
99841;16;DDR2;300
99842;8;DDR1;200
99843;8;DDR1;300
99844;8;DDR3;300
99845;4;DDR3;3000
99846;2;DDR4;1000
99847;4;DDR3;800
99848;16;DDR1;667
99849;4;DDR1;300
99850;2;DDR4;1000
99851;16;DDR1;1000
99852;8;DDR1;333
99853;32;DDR1;4400
99854;8;DDR4;800
99855;8;DDR4;533
99856;8;DDR1;2400
99857;16;DDR4;4400
99858;2;DDR4;2666
99859;8;DDR1;800
99860;8;DDR2;200
99861;4;DDR4;2400
99862;2;DDR2;4000
99863;32;DDR1;3600
99864;16;DDR3;1000
99865;4;DDR2;3600
99866;32;DDR3;667
99867;2;DDR1;1066
99868;4;DDR2;1333
99869;8;DDR1;3200
99870;4;DDR4;667
99871;32;DDR4;1066
99872;2;DDR4;533
99873;2;DDR2;4400
99874;4;DDR2;1066
99875;2;DDR1;533
99876;2;DDR1;4400
99877;8;DDR3;800
99878;4;DDR1;200
99879;4;DDR3;800
99880;32;DDR4;1600
99881;8;DDR3;3000
99882;32;DDR3;4000
99883;32;DDR1;400
99884;16;DDR1;1600
99885;8;DDR2;3600
99886;8;DDR2;2400
99887;32;DDR1;800
99888;2;DDR2;3600
99889;32;DDR2;200
99890;16;DDR2;1066
99891;8;DDR1;333
99892;8;DDR1;1600
99893;32;DDR2;400
99894;32;DDR4;400
99895;8;DDR3;4400
99896;16;DDR1;300
99897;2;DDR2;266
99898;8;DDR4;3600
99899;8;DDR2;1066
99900;2;DDR2;266
99901;4;DDR1;4000
99902;4;DDR1;333
99903;32;DDR2;2933
99904;8;DDR1;1000
99905;16;DDR1;2666
99906;4;DDR2;3000
99907;2;DDR4;3600
99908;2;DDR2;533
99909;16;DDR3;2666
99910;2;DDR1;333
99911;2;DDR4;2666
99912;16;DDR1;3000
99913;32;DDR1;2400
99914;8;DDR1;1066
99915;32;DDR2;2933
99916;8;DDR1;1333
99917;2;DDR3;800
99918;2;DDR4;2400
99919;2;DDR3;2666
99920;2;DDR1;2400
99921;2;DDR1;1066
99922;4;DDR1;4000
99923;32;DDR1;333
99924;4;DDR2;1000
99925;16;DDR2;3200
99926;16;DDR4;3600
99927;32;DDR2;1000
99928;4;DDR1;3600
99929;4;DDR2;1600
99930;8;DDR4;1333
99931;16;DDR1;4000
99932;16;DDR1;200
99933;16;DDR2;400
99934;2;DDR1;200
99935;8;DDR1;1000
99936;4;DDR1;3000
99937;2;DDR2;1000
99938;32;DDR1;1066
99939;4;DDR3;200
99940;4;DDR4;4000
99941;2;DDR4;200
99942;32;DDR2;2933
99943;2;DDR3;4000
99944;32;DDR2;1333
99945;4;DDR1;3200
99946;2;DDR2;3600
99947;32;DDR3;333
99948;2;DDR4;3200
99949;4;DDR1;2400
99950;32;DDR2;400
99951;16;DDR3;4000
99952;16;DDR1;200
99953;4;DDR2;3200
99954;2;DDR3;2666
99955;2;DDR3;400
99956;16;DDR1;3000
99957;32;DDR2;800
99958;8;DDR2;3200
99959;4;DDR1;533
99960;8;DDR3;266
99961;4;DDR2;400
99962;16;DDR1;1066
99963;2;DDR3;266
99964;8;DDR1;1600
99965;2;DDR1;4400
99966;16;DDR1;2400
99967;2;DDR3;667
99968;32;DDR4;3200
99969;16;DDR4;333
99970;2;DDR2;3000
99971;16;DDR4;1600
99972;8;DDR4;266
99973;8;DDR3;2666
99974;4;DDR1;2933
99975;32;DDR2;3000
99976;4;DDR4;1000
99977;2;DDR4;1066
99978;16;DDR4;3000
99979;4;DDR1;667
99980;16;DDR3;1333
99981;16;DDR2;3200
99982;4;DDR2;200
99983;4;DDR4;1333
99984;4;DDR1;1066
99985;32;DDR1;3600
99986;32;DDR2;333
99987;8;DDR4;1333
99988;32;DDR1;533
99989;2;DDR2;800
99990;8;DDR1;400
99991;2;DDR1;400
99992;32;DDR4;3200
99993;4;DDR3;300
99994;2;DDR1;3000
99995;2;DDR1;2933
99996;16;DDR4;1600
99997;32;DDR4;4400
99998;4;DDR1;800
99999;2;DDR1;1066
100000;32;DDR3;400
100001;32;DDR4;1333
100002;2;DDR4;2666
100003;16;DDR2;400
100004;4;DDR1;2400
100005;2;DDR4;266
100006;32;DDR4;2400
100007;32;DDR2;266
100008;32;DDR1;800
100009;2;DDR4;333
100010;32;DDR1;400
100011;2;DDR3;2666
100012;32;DDR1;533
100013;32;DDR3;300
100014;2;DDR4;800
100015;32;DDR4;400
100016;4;DDR3;1000
100017;2;DDR1;667
100018;8;DDR4;533
100019;32;DDR1;3000
100020;2;DDR2;400
100021;2;DDR4;533
100022;32;DDR3;1066
100023;8;DDR1;800
100024;32;DDR2;800
100025;16;DDR3;1066
100026;32;DDR2;1000
100027;2;DDR3;300
100028;2;DDR3;2933
100029;8;DDR4;1066
100030;4;DDR4;3600
100031;2;DDR3;2666
100032;16;DDR3;400
100033;4;DDR2;1066
100034;32;DDR1;3600
100035;16;DDR2;1066
100036;4;DDR3;667
100037;4;DDR1;1333
100038;32;DDR3;1600
100039;4;DDR3;533
100040;8;DDR1;400
100041;2;DDR3;266
100042;16;DDR4;266
100043;16;DDR2;667
100044;4;DDR3;667
100045;8;DDR4;2666
100046;32;DDR3;3200
100047;32;DDR1;1333
100048;8;DDR1;300
100049;32;DDR1;533
100050;2;DDR4;800
100051;4;DDR3;4400
100052;16;DDR1;667
100053;16;DDR1;4000
100054;2;DDR3;1000
100055;32;DDR1;1333
100056;8;DDR1;4400
100057;32;DDR4;1600
100058;16;DDR2;4000
100059;16;DDR4;800
100060;8;DDR2;533
100061;4;DDR3;300
100062;16;DDR1;3000
100063;32;DDR3;200
100064;16;DDR1;300
100065;16;DDR2;3200
100066;4;DDR3;2400
100067;16;DDR2;3000
100068;16;DDR1;400
100069;8;DDR1;800
100070;8;DDR4;2933
100071;2;DDR3;1000
100072;2;DDR1;200
100073;32;DDR1;4000
100074;2;DDR2;2666
100075;4;DDR1;3000
100076;4;DDR1;4400
100077;32;DDR1;800
100078;4;DDR1;3000
100079;32;DDR2;2933
100080;32;DDR1;1000
100081;32;DDR1;1333
100082;16;DDR4;1066
100083;16;DDR2;2666
100084;16;DDR4;2666
100085;4;DDR2;2400
100086;8;DDR2;1333
100087;4;DDR2;1333
100088;16;DDR4;2400
100089;4;DDR3;3200
100090;4;DDR2;266
100091;8;DDR2;300
100092;8;DDR3;533
100093;4;DDR1;3000
100094;4;DDR3;3200
100095;4;DDR1;200
100096;2;DDR4;800
100097;32;DDR1;4000
100098;2;DDR4;533
100099;32;DDR2;1600
100100;4;DDR3;1333
100101;4;DDR4;2400
100102;32;DDR1;1000
100103;8;DDR4;1600
100104;16;DDR3;3200
100105;4;DDR3;533
100106;2;DDR1;533
100107;2;DDR3;1000
100108;2;DDR1;333
100109;4;DDR2;266
100110;16;DDR3;800
100111;2;DDR2;4000
100112;16;DDR4;800
100113;32;DDR4;2400
100114;32;DDR2;1000
100115;16;DDR3;3600
100116;8;DDR1;4400
100117;16;DDR3;3600
100118;32;DDR4;667
100119;32;DDR2;1333
100120;16;DDR3;1600
100121;32;DDR4;4000
100122;16;DDR4;1066
100123;4;DDR4;1600
100124;4;DDR3;800
100125;16;DDR3;3200
100126;2;DDR1;800
100127;4;DDR3;2666
100128;16;DDR3;800
100129;4;DDR4;3600
100130;4;DDR2;2933
100131;4;DDR4;667
100132;2;DDR1;266
100133;2;DDR3;333
100134;16;DDR1;1000
100135;16;DDR4;1000
100136;4;DDR2;2933
100137;8;DDR2;3200
100138;8;DDR4;2933
100139;4;DDR2;4000
100140;2;DDR2;800
100141;4;DDR1;3600
100142;2;DDR4;1600
100143;2;DDR3;2400
100144;8;DDR2;1333
100145;32;DDR3;3200
100146;2;DDR2;400
100147;8;DDR3;200
100148;4;DDR1;1066
100149;2;DDR4;300
100150;8;DDR2;667
100151;8;DDR4;200
100152;16;DDR4;667
100153;8;DDR4;3600
100154;32;DDR2;2666
100155;2;DDR3;300
100156;2;DDR2;1000
100157;2;DDR1;3600
100158;4;DDR3;2666
100159;8;DDR4;3000
100160;8;DDR1;4400
100161;4;DDR4;1333
100162;2;DDR3;2933
100163;2;DDR4;667
100164;16;DDR4;1000
100165;32;DDR1;1000
100166;2;DDR2;2933
100167;16;DDR2;3000
100168;16;DDR1;300
100169;32;DDR3;1333
100170;2;DDR3;3600
100171;2;DDR2;3000
100172;8;DDR3;2400
100173;4;DDR4;1000
100174;16;DDR4;1333
100175;8;DDR3;1600
100176;16;DDR4;800
100177;16;DDR1;4000
100178;32;DDR3;2400
100179;8;DDR1;400
100180;4;DDR2;800
100181;8;DDR3;200
100182;4;DDR4;3600
100183;16;DDR1;800
100184;4;DDR4;3600
100185;2;DDR2;3200
100186;4;DDR4;2933
100187;16;DDR4;1333
100188;16;DDR3;1600
100189;8;DDR2;2666
100190;16;DDR2;2933
100191;16;DDR1;2400
100192;16;DDR3;333
100193;16;DDR4;1600
100194;16;DDR1;3000
100195;16;DDR1;266
100196;8;DDR3;400
100197;8;DDR3;200
100198;2;DDR1;3000
100199;16;DDR1;4400
100200;16;DDR1;4000
100201;16;DDR2;4000
100202;32;DDR1;800
100203;32;DDR4;4000
100204;32;DDR1;667
100205;2;DDR1;2933
100206;2;DDR1;667
100207;2;DDR2;266
100208;16;DDR1;1066
100209;16;DDR2;667
100210;4;DDR2;800
100211;4;DDR2;2666
100212;32;DDR2;800
100213;8;DDR4;300
100214;32;DDR3;3000
100215;2;DDR2;333
100216;4;DDR3;3200
100217;32;DDR3;2400
100218;2;DDR1;2666
100219;8;DDR4;2666
100220;4;DDR3;333
100221;2;DDR1;1600
100222;32;DDR1;2933
100223;4;DDR3;2400
100224;32;DDR2;4400
100225;16;DDR3;1066
100226;2;DDR3;3000
100227;16;DDR1;300
100228;2;DDR4;300
100229;8;DDR1;4000
100230;4;DDR1;2400
100231;8;DDR2;800
100232;32;DDR2;4000
100233;16;DDR2;1333
100234;16;DDR4;667
100235;4;DDR2;3200
100236;16;DDR2;2400
100237;32;DDR4;800
100238;32;DDR2;266
100239;8;DDR4;333
100240;8;DDR3;1600
100241;4;DDR1;300
100242;4;DDR2;266
100243;4;DDR4;1600
100244;32;DDR3;533
100245;4;DDR3;533
100246;2;DDR3;3600
100247;32;DDR4;4000
100248;8;DDR2;400
100249;8;DDR2;4400
100250;32;DDR2;400
100251;2;DDR1;3600
100252;16;DDR1;1066
100253;4;DDR2;1000
100254;8;DDR3;667
100255;4;DDR2;4000
100256;8;DDR2;800
100257;32;DDR2;3000
100258;32;DDR4;4000
100259;16;DDR2;200
100260;2;DDR1;3200
100261;8;DDR1;2400
100262;8;DDR2;300
100263;4;DDR4;533
100264;2;DDR2;300
100265;4;DDR3;4000
100266;16;DDR1;266
100267;8;DDR2;333
100268;16;DDR2;533
100269;8;DDR2;1600
100270;2;DDR4;333
100271;32;DDR4;2666
100272;32;DDR3;4400
100273;32;DDR1;333
100274;2;DDR1;3000
100275;4;DDR1;533
100276;4;DDR3;400
100277;8;DDR2;300
100278;8;DDR4;800
100279;8;DDR3;533
100280;32;DDR2;333
100281;8;DDR4;1600
100282;16;DDR2;2666
100283;16;DDR4;266
100284;2;DDR4;2666
100285;16;DDR3;2400
100286;4;DDR4;533
100287;32;DDR1;1066
100288;8;DDR1;300
100289;8;DDR1;2400
100290;8;DDR1;800
100291;8;DDR1;3600
100292;16;DDR4;1333
100293;32;DDR2;1333
100294;16;DDR2;800
100295;32;DDR3;4000
100296;2;DDR3;800
100297;32;DDR3;800
100298;32;DDR4;4400
100299;2;DDR1;800
100300;4;DDR4;3000
100301;8;DDR4;667
100302;2;DDR2;4000
100303;4;DDR2;800
100304;8;DDR4;533
100305;32;DDR1;333
100306;8;DDR1;667
100307;8;DDR2;1000
100308;32;DDR4;533
100309;32;DDR4;3600
100310;4;DDR3;2666
100311;16;DDR2;300
100312;32;DDR4;1000
100313;2;DDR4;1600
100314;8;DDR1;300
100315;32;DDR2;2400
100316;16;DDR3;1600
100317;8;DDR2;533
100318;2;DDR4;3200
100319;32;DDR1;200
100320;16;DDR1;4000
100321;16;DDR4;2933
100322;32;DDR2;4400
100323;4;DDR3;2933
100324;32;DDR2;4000
100325;16;DDR4;200
100326;16;DDR3;4000
100327;32;DDR1;2400
100328;8;DDR4;300
100329;16;DDR2;533
100330;2;DDR4;4000
100331;16;DDR3;266
100332;8;DDR4;333
100333;2;DDR3;2933
100334;32;DDR4;300
100335;2;DDR3;667
100336;16;DDR3;3600
100337;4;DDR2;1333
100338;8;DDR1;667
100339;32;DDR1;533
100340;32;DDR1;400
100341;8;DDR2;1066
100342;8;DDR4;667
100343;16;DDR3;266
100344;32;DDR1;400
100345;2;DDR1;2400
100346;32;DDR1;2933
100347;16;DDR3;667
100348;16;DDR4;1066
100349;4;DDR4;2933
100350;8;DDR1;400
100351;4;DDR3;1333
100352;32;DDR1;2400
100353;16;DDR3;3200
100354;32;DDR4;3200
100355;32;DDR2;400
100356;32;DDR4;1333
100357;4;DDR1;2400
100358;16;DDR1;1000
100359;32;DDR2;1000
100360;2;DDR1;3600
100361;8;DDR4;333
100362;32;DDR2;667
100363;8;DDR2;533
100364;32;DDR4;1000
100365;16;DDR1;1000
100366;32;DDR1;400
100367;32;DDR4;3600
100368;16;DDR1;2933
100369;32;DDR2;4400
100370;32;DDR4;2666
100371;4;DDR1;800
100372;8;DDR4;667
100373;4;DDR4;1066
100374;32;DDR3;266
100375;32;DDR4;1066
100376;32;DDR2;1600
100377;8;DDR3;800
100378;2;DDR4;2666
100379;32;DDR3;266
100380;4;DDR4;1333
100381;4;DDR3;533
100382;16;DDR3;2933
100383;8;DDR4;1000
100384;32;DDR1;300
100385;4;DDR4;533
100386;16;DDR2;200
100387;4;DDR3;1000
100388;32;DDR2;4000
100389;16;DDR2;2666
100390;2;DDR2;3000
100391;16;DDR1;667
100392;2;DDR4;533
100393;2;DDR3;4000
100394;4;DDR1;2933
100395;16;DDR1;800
100396;2;DDR3;3600
100397;32;DDR1;2933
100398;32;DDR3;667
100399;2;DDR1;266
100400;2;DDR2;1066
100401;4;DDR3;667
100402;2;DDR2;300
100403;2;DDR2;667
100404;4;DDR3;3000
100405;8;DDR1;3200
100406;16;DDR1;2933
100407;32;DDR3;667
100408;8;DDR3;1000
100409;16;DDR2;800
100410;8;DDR4;266
100411;32;DDR1;400
100412;16;DDR3;1066
100413;4;DDR4;4000
100414;8;DDR4;333
100415;4;DDR3;1333
100416;2;DDR2;3200
100417;8;DDR3;1333
100418;8;DDR1;533
100419;2;DDR4;1333
100420;16;DDR4;1333
100421;16;DDR1;2933
100422;2;DDR2;3000
100423;32;DDR4;667
100424;32;DDR1;300
100425;2;DDR1;1333
100426;2;DDR3;4000
100427;4;DDR2;200
100428;4;DDR3;2933
100429;8;DDR4;2400
100430;4;DDR1;533
100431;32;DDR1;4000
100432;16;DDR2;2933
100433;4;DDR4;300
100434;2;DDR1;3000
100435;16;DDR2;2666
100436;16;DDR4;667
100437;8;DDR1;667
100438;32;DDR1;400
100439;2;DDR3;2400
100440;8;DDR4;4400
100441;2;DDR4;2400
100442;16;DDR1;300
100443;32;DDR4;300
100444;8;DDR3;4000
100445;32;DDR1;1600
100446;4;DDR1;200
100447;16;DDR4;2400
100448;16;DDR3;3600
100449;32;DDR1;800
100450;16;DDR2;3000
100451;16;DDR1;1600
100452;4;DDR3;400
100453;16;DDR4;1600
100454;8;DDR4;3000
100455;2;DDR3;800
100456;2;DDR4;3600
100457;2;DDR1;400
100458;32;DDR3;2666
100459;2;DDR2;1333
100460;4;DDR1;667
100461;16;DDR3;3000
100462;2;DDR4;2400
100463;8;DDR4;300
100464;8;DDR3;2933
100465;2;DDR4;800
100466;8;DDR2;2666
100467;16;DDR4;2666
100468;4;DDR2;4000
100469;32;DDR4;1000
100470;4;DDR1;667
100471;8;DDR4;1333
100472;32;DDR4;1000
100473;8;DDR2;800
100474;32;DDR1;800
100475;16;DDR3;4400
100476;32;DDR1;3200
100477;2;DDR4;800
100478;2;DDR2;1333
100479;4;DDR1;1000
100480;4;DDR1;266
100481;32;DDR3;400
100482;8;DDR1;667
100483;32;DDR1;1066
100484;8;DDR3;333
100485;8;DDR1;333
100486;2;DDR3;3000
100487;16;DDR4;400
100488;8;DDR3;4000
100489;16;DDR4;800
100490;16;DDR3;2666
100491;8;DDR3;400
100492;4;DDR1;200
100493;8;DDR2;2933
100494;2;DDR3;266
100495;8;DDR2;300
100496;32;DDR2;1000
100497;2;DDR2;2400
100498;32;DDR2;200
100499;8;DDR4;300
100500;8;DDR4;1000
100501;4;DDR2;200
100502;32;DDR1;1333
100503;8;DDR1;400
100504;4;DDR1;533
100505;16;DDR4;3600
100506;2;DDR4;4400
100507;16;DDR1;533
100508;4;DDR1;1600
100509;32;DDR2;2400
100510;8;DDR1;800
100511;4;DDR4;3200
100512;16;DDR4;2666
100513;8;DDR3;4000
100514;32;DDR4;333
100515;8;DDR2;333
100516;2;DDR4;3000
100517;8;DDR4;1066
100518;4;DDR1;266
100519;8;DDR2;3600
100520;8;DDR2;200
100521;8;DDR1;1333
100522;8;DDR3;533
100523;32;DDR3;1000
100524;32;DDR1;800
100525;16;DDR1;400
100526;4;DDR1;2666
100527;2;DDR3;1000
100528;32;DDR1;3600
100529;32;DDR1;1000
100530;16;DDR1;300
100531;4;DDR3;333
100532;32;DDR3;200
100533;32;DDR1;2933
100534;32;DDR3;4000
100535;16;DDR4;3600
100536;4;DDR3;4000
100537;4;DDR2;2933
100538;2;DDR3;800
100539;32;DDR4;1000
100540;4;DDR3;1333
100541;8;DDR3;800
100542;16;DDR3;1600
100543;2;DDR2;266
100544;16;DDR2;200
100545;4;DDR2;4400
100546;2;DDR3;300
100547;4;DDR1;3600
100548;4;DDR4;1000
100549;2;DDR1;3600
100550;32;DDR1;333
100551;8;DDR4;266
100552;2;DDR2;4400
100553;16;DDR4;800
100554;16;DDR3;400
100555;16;DDR4;200
100556;8;DDR4;2933
100557;32;DDR4;1600
100558;8;DDR4;266
100559;2;DDR1;200
100560;8;DDR4;266
100561;32;DDR3;533
100562;16;DDR1;266
100563;8;DDR1;200
100564;8;DDR2;4400
100565;16;DDR4;533
100566;8;DDR2;4000
100567;16;DDR4;533
100568;8;DDR2;4400
100569;16;DDR1;4000
100570;4;DDR3;2933
100571;4;DDR1;3600
100572;2;DDR4;533
100573;16;DDR2;4000
100574;32;DDR3;400
100575;16;DDR2;1333
100576;4;DDR2;800
100577;32;DDR2;200
100578;2;DDR3;300
100579;2;DDR1;3000
100580;16;DDR3;3000
100581;16;DDR4;533
100582;16;DDR2;800
100583;4;DDR4;667
100584;4;DDR4;533
100585;2;DDR2;1600
100586;4;DDR1;4400
100587;2;DDR1;300
100588;2;DDR2;333
100589;2;DDR2;2666
100590;16;DDR2;2400
100591;2;DDR3;4000
100592;32;DDR4;1000
100593;8;DDR3;1000
100594;16;DDR4;1333
100595;4;DDR3;4400
100596;32;DDR4;1333
100597;16;DDR4;3600
100598;2;DDR1;533
100599;16;DDR1;3200
100600;16;DDR1;4400
100601;32;DDR1;3600
100602;8;DDR2;300
100603;4;DDR3;533
100604;4;DDR3;2400
100605;4;DDR1;266
100606;16;DDR2;3200
100607;2;DDR2;800
100608;4;DDR1;2933
100609;2;DDR2;2666
100610;32;DDR1;4000
100611;4;DDR2;667
100612;8;DDR2;3000
100613;4;DDR1;300
100614;32;DDR3;800
100615;32;DDR4;1600
100616;4;DDR2;4000
100617;16;DDR4;266
100618;2;DDR2;3600
100619;8;DDR1;3600
100620;16;DDR3;1600
100621;2;DDR2;2666
100622;16;DDR2;2933
100623;8;DDR2;533
100624;2;DDR1;1000
100625;16;DDR4;3000
100626;4;DDR4;300
100627;2;DDR1;266
100628;2;DDR1;667
100629;8;DDR2;1600
100630;2;DDR3;2666
100631;32;DDR4;800
100632;32;DDR3;200
100633;2;DDR3;1333
100634;32;DDR4;4000
100635;2;DDR4;800
100636;8;DDR3;2666
100637;2;DDR4;2400
100638;16;DDR1;1000
100639;16;DDR2;200
100640;4;DDR2;800
100641;2;DDR3;667
100642;16;DDR3;667
100643;16;DDR1;300
100644;4;DDR2;667
100645;32;DDR3;3600
100646;16;DDR1;200
100647;2;DDR3;2400
100648;4;DDR2;1600
100649;8;DDR1;200
100650;16;DDR1;200
100651;32;DDR2;1333
100652;4;DDR4;1000
100653;8;DDR2;2666
100654;16;DDR3;4000
100655;8;DDR4;333
100656;4;DDR3;800
100657;2;DDR2;300
100658;16;DDR4;2933
100659;8;DDR3;333
100660;16;DDR3;2666
100661;2;DDR1;2933
100662;8;DDR3;266
100663;8;DDR2;4000
100664;32;DDR4;3000
100665;8;DDR4;1000
100666;8;DDR2;4000
100667;2;DDR3;2666
100668;8;DDR4;667
100669;32;DDR4;2933
100670;2;DDR2;266
100671;4;DDR1;1333
100672;2;DDR2;2400
100673;4;DDR2;266
100674;4;DDR1;1600
100675;8;DDR2;533
100676;4;DDR1;300
100677;4;DDR1;1066
100678;8;DDR4;800
100679;32;DDR4;2666
100680;8;DDR4;1600
100681;4;DDR3;2666
100682;8;DDR2;1600
100683;8;DDR2;2666
100684;4;DDR2;2400
100685;8;DDR2;1600
100686;4;DDR3;300
100687;32;DDR4;533
100688;4;DDR3;533
100689;16;DDR4;2933
100690;4;DDR1;2666
100691;4;DDR4;667
100692;4;DDR4;800
100693;32;DDR4;800
100694;8;DDR1;2666
100695;32;DDR2;2933
100696;32;DDR2;400
100697;2;DDR1;1066
100698;32;DDR4;1000
100699;8;DDR3;1333
100700;8;DDR4;3200
100701;32;DDR2;1333
100702;16;DDR3;1000
100703;16;DDR2;333
100704;4;DDR4;800
100705;2;DDR2;3000
100706;2;DDR2;1000
100707;2;DDR3;800
100708;2;DDR2;533
100709;32;DDR1;1333
100710;32;DDR2;800
100711;4;DDR3;3000
100712;2;DDR4;800
100713;2;DDR1;1066
100714;8;DDR1;2400
100715;16;DDR4;400
100716;8;DDR2;200
100717;32;DDR1;667
100718;16;DDR4;300
100719;32;DDR1;3000
100720;8;DDR3;333
100721;32;DDR4;667
100722;32;DDR2;800
100723;8;DDR2;333
100724;2;DDR3;533
100725;4;DDR4;667
100726;2;DDR4;266
100727;4;DDR2;4400
100728;16;DDR4;333
100729;2;DDR2;800
100730;16;DDR1;1333
100731;32;DDR1;3200
100732;16;DDR1;1000
100733;2;DDR4;2666
100734;2;DDR3;1066
100735;32;DDR2;3600
100736;32;DDR1;800
100737;4;DDR1;800
100738;2;DDR4;2933
100739;2;DDR4;2400
100740;32;DDR4;533
100741;16;DDR3;300
100742;2;DDR3;1066
100743;4;DDR3;400
100744;4;DDR4;667
100745;4;DDR3;266
100746;8;DDR1;2933
100747;2;DDR3;333
100748;4;DDR4;1000
100749;16;DDR2;2666
100750;8;DDR3;1600
100751;8;DDR1;800
100752;8;DDR4;4000
100753;32;DDR1;800
100754;8;DDR3;333
100755;4;DDR1;800
100756;32;DDR1;3200
100757;32;DDR3;266
100758;32;DDR2;2933
100759;2;DDR4;3000
100760;2;DDR3;2933
100761;32;DDR1;2933
100762;16;DDR3;400
100763;32;DDR4;2666
100764;2;DDR2;1066
